Contributor,Coverage,Creator,Date,Description,Duration,Language,Publisher,Rights,Source,Subject,Text,Title,Type,URL,added,collection_id,collection_resource,collection_url,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
24. With the commodification of information comes its vectoralisation. Extracting a surplus from information requires technologies capable of transporting information through space, but also through time. The archive is a vector through time just as communication is a vector that crosses space. The vectoral class comes into its own once it is in possession of powerful technologies for vectoralising information. The vectoral class may commodify information stocks, flows, or vectors themselves. A stock of information is an archive, a body of information maintained through time that has enduring value. A flow of information is the capacity to extract information of temporary value out of events and to distribute it widely and quickly. A vector is the means of achieving either the temporal distribution of a stock, or the spatial distribution of a flow of information. Vectoral power is generally sought through the ownership of all three aspects.

25. The vectoral class ascend to the illusion of an instantaneous and global plane of calculation and control. But it is not the vectoralist class that comes to hold subjective power over the objective world. The vector itself usurps the subjective role, becoming the sole repository of will toward a world that can be apprehended only in its commodified form. The reign of the vector is one in which any and every thing can be apprehended as a thing. The vector is a power over all of the world, but a power that is not evenly distributed. Nothing in the technology of the vector determines its possible use. All that is determined by the technology is the form in which information is objectified.

26. The vectoral class struggles at every turn to maintain its subjective power over the vector, but as it continues to profit by the proliferation of the vector, some capacity over it always escapes control. In order to market and profit by the information it peddles over the vector, it must in some degree address the vast majority of the producing classes as subjects, rather than as objects of commodification. The hacker class seeks the liberation of the vector from the reign of the commodity, but not to set it indiscriminately free. Rather, to subject it to collective and democratic development. The hacker class can release the virtuality of the vector only in principle. It is up to an alliance of all the productive classes to turn that potential to actuality, to organise themselves subjectively, and use the available vectors for a collective and subjective becoming.

Education

27. Education is slavery, it enchains the mind and makes it a resource for class power. When the ruling class preaches the necessity of an education it invariably means an education in necessity. Education is not the same as knowledge. Nor is it the necessary means to acquire knowledge. Education is the organisation of knowledge within the constraints of scarcity. Education 'disciplines' knowledge, segregating it into homogenous 'fields', presided over by suitably 'qualified' guardians charged with policing the representation of the field. One may acquire an education, as if it were a thing, but one becomes knowledgeable, through a process of transformation. Knowledge, as such, is only ever partially captured by education, its practice always eludes and exceeds it.

28. The pastoralist class has resisted education, other than as indoctrination in obedience. When capital required 'hands' to do its dirty work, the bulk of education was devoted to training useful hands to tend the machines, and docile bodies who would accept as natural the social order in which they found themselves. When capital required brains, both to run its increasingly complex operations and to apply themselves to the work of consuming its products, more time spent in the prison house of education was required for admission to the ranks of the paid working class.
